address,contact,description,image_url,price,title
"Cardiff Street, Plumstead, London, SE18",020 8022 7100,* SEE VIDEO WALKTHROUGH TOUR * TWO DOUBLE BEDROOMS * GAS CENTRAL HEATING & DOUBLE GLAZING * OPEN PLAN LOUNGE & KITCHEN * OFFERED WITH NO FORWARD CHAIN * QUIET RESIDENTAIAL ROAD *  Beaumont Gibbs are pleased to offer for sale this two double bedroomed bay fronted Victorian home for sale. The...,https://media.onthemarket.com/properties/9771620/1330649677/image-0-480x320.jpg,"£339,995 ",2 bedroom terraced house for sale
"Stocksfield Road, London",020 8115 2862,Kings Group estate agents are proud to present this three bedroom split level maisonette. The property is being sold on a sole agency basis so the property can only be viewed through us. You are greeted at the property by your own front door that opens into a large entrance hall. A kitchen/diner...,https://media.onthemarket.com/properties/9771581/1330649190/image-0-480x320.jpg,"£350,000 ",3 bedroom flat for sale
"Graemesdyke Avenue, East Sheen, SW14",020 8022 6522,A recently extended and refurbished three double bedroom house situated on a popular residential tree lined avenue. This well presented home has accommodation that is arranged over three floors to provide a beautiful extended kitchen / living room that opens immediately on to a private rear...,https://media.onthemarket.com/properties/9771571/1330649112/image-0-480x320.jpg,"£695,000 ",3 bedroom house for sale
"Portland Close, Chadwell Heath, Romford",020 8115 1596,"'MINIMUM AGE REQUIREMENT 55 YEARS''NO ONWARD CHAIN'A rare opportunity to acquire a MODERN PURPOSE BUILT SPACIOUS TWO DOUBLE BEDROOM FIRST FLOOR WARDEN CONTROLLED RETIREMENT FLAT, situated on a popular development in Chadwell Heath and well located for local amenities.CALL NOW TO ARRANGE YOUR...",https://media.onthemarket.com/properties/5832047/1330649082/image-0-480x320.jpg,"£165,000 ",2 bedroom flat for sale
"Matcham Court, Miles Road, Hornsey, N8",020 8115 3058,SHARED OWNERSHIP - 125 YEAR LEASE. A bright and spacious modern two bedroom apartment that forms part of a purpose built block. It is situated on the second floor of four storeys and includes a private balcony with pleasant views of the local area. Additional benefits include a large open plan...,https://media.onthemarket.com/properties/9771568/1330649054/image-0-480x320.jpg,"£265,000 ",2 bedroom flat for sale
"Hornsey Park Place, Clarendon, Hornsey, N8",020 8115 3058,"A stunning two bedroom two bathroom apartment located in Hornseys brand new luxury development, Clarendon, N8. This contemporary apartment is positioned on the seventh floor of Hornsey Park Place and benefits from beautiful views of Alexandra Palace and parkland from a private terrace.Clarendon,...",https://media.onthemarket.com/properties/9771567/1330649053/image-0-480x320.jpg,"£585,000 ",2 bedroom apartment for sale
"Feltham Road, Ashford, TW15",01784 335953,"Conveniently situated for popular local schools and transport links is this detached 3 bedroom bungalow. This wonderful property has been extended by the current owners and consists of a large reception room with underfloor heating, large kitchen diner, two double bedrooms, a useable single...",https://media.onthemarket.com/properties/9771542/1330648663/image-0-480x320.jpg,"£525,000 ",3 bedroom detached bungalow for sale
"Forfar Road, London, N22",020 3641 8462,"Element Properties & Co are proud to present this charming property located in the sought after Wood Green area. The property is full of character however is in need of modernization. Boasting over 970 sq ft of living space the property offers two bright and airy reception rooms, a good sized...",https://media.onthemarket.com/properties/9771538/1330648595/image-0-480x320.png,"£630,000 ",3 bedroom house for sale
"East View, Hadley Green, Hertfordshire",020 8022 6649,"* CHAIN FREE* Set in this enviable location a deceptively spacious, 3 bedroom detached family home. The property offers well planned accommodation throughout and comprises, a welcoming hallway, a spacious reception room, a bright kitchen/breakfast room with access to the garden, 3 bedrooms, a...",https://media.onthemarket.com/properties/9771519/1330648329/image-0-480x320.jpg,"£1,000,000 ",3 bedroom detached house for sale
"11 Saffron Central Square, Croydon, CR0",020 8115 1645,"Spacious twenty-third floor one bedroom apartment is situated within the sought after Saffron Square development. The property boasts over 541 square feet of floor space with a large spacious lounge area. Further benefits residents communal garden, 24 hour concierge, residents gymnasium and...",https://media.onthemarket.com/properties/9771493/1330647900/image-0-480x320.jpg,"£315,000 ",1 bedroom apartment for sale
"Westerham Drive, Sidcup, DA15",020 8115 1484,Beautifully presented two bedroom semi detached bungalow situated in a cul de sac ideally located for local shopping and transport facilities.Presented in excellent decorative condition this extended rarely available bungalow has been extremely well maintained and features a recently installed...,https://media.onthemarket.com/properties/9122663/1330647753/image-0-480x320.jpg,"£430,000 ",2 bedroom bungalow for sale
"Bexley Road, London, SE9",020 8115 1484,"Guide Price From £290,000 to £300,000.Larger than average two double bedroom first floor purpose built maisonette situated in the corner of a small cul de sac with larger than average rear and side gardens.Conveniently located for local shopping and transport facilities this spacious maisonette...",https://media.onthemarket.com/properties/9535474/1324090373/image-0-480x320.jpg,"£290,000 ",2 bedroom maisonette for sale
"Wordsworth Road, Welling, DA16",020 8115 1484,"Guide Price From £340,000 to £350,000.Extended two double bedroom end terrace house situated on the popular 'Poets Estate' which is ideally located for Welling train station. This ideal first time purchase or buy to let investment, the property features a good sized ground floor extension the...",https://media.onthemarket.com/properties/9522209/1323756082/image-0-480x320.jpg,"£340,000 ",2 bedroom end of terrace house for sale
"Ferry Lane, Ferry Quays, Brentford",020 8033 5864,A smart modern apartment with ALLOCATED OFF-STREET PARKING and a BALCONY OVERLOOKING THE RIVER in a WATERSIDE DEVELOPMENT in Brentford. The property has been NEWLY REFURBISHED and features WOODEN FLOORING and ample fitted storage throughout. The apartment itself consists of a fully fitted...,https://media.onthemarket.com/properties/9771485/1330647722/image-0-480x320.jpg,"£475,000 ",2 bedroom apartment for sale
"Copenhagen Place, London, E14",020 8022 6981,"*EWS1 FORM AVAILABLE* Franklyn James are proud to present this immaculate two double bedroom modern apartment set on the second floor of the poplar Carmine Wharf development. Internally the property comprises of main entrance with entry phone system, entrance hall with storage cupboard, open-plan",https://media.onthemarket.com/properties/9771455/1330647356/image-0-480x320.jpg,"£410,000 ",2 bedroom flat for sale
"Sheridan Place, Barnes, SW13",020 8022 6519,"Online viewing is available on request. Tucked away in a quiet cul-de-sac moments from Barnes Pond and close to the village, is this superb modern development that has been thoughtfully designed for the over 55's. This particular property is on the sought after 'sunny side' of the development and...",https://media.onthemarket.com/properties/9344998/1330646767/image-0-480x320.jpg,"£575,000 ",2 bedroom house for sale
"Tooting Bec Road, Tooting, London",020 8022 6754,Offering in excess of two thousand square feet of charming living space is this truly lovely five bedroom home with a wealth of original period features and extensive scope to extend both at the top of the house to add a bedroom with en-suite and at the rear to create a fabulous open plan...,https://media.onthemarket.com/properties/9771334/1330646481/image-0-480x320.jpg,"£1,200,000 ",5 bedroom house for sale
"Fontenoy Road, Balham, London",020 8022 6754,Situated in a tree lined residential road close to Tooting Bec Common and the tube in Balham High Road is this ground floor end flat with a large private garden and side gated access. The property is quietly located in a period house and affords a good deal of privacy and also benefits from a...,https://media.onthemarket.com/properties/9528752/1323918746/image-0-480x320.jpg,"£450,000 ",1 bedroom flat for sale
"Elswick Street, Fulham, London, SW6",020 8022 6967,"This very large four bedroom house, measuring in at an impressive 1,845 sq ft is presented in good condition and has an impressive array of unique features, as well as the possibility of extending further on the second floor subject to relevant permissions.  The ground floor is vast and provides...",https://media.onthemarket.com/properties/9771325/1330646405/image-0-480x320.jpg,"£1,595,000 ",4 bedroom terraced house for sale
"Bassetts House, 8 Acorn Way, Orpington",01689 251846,"Guide Price £350,000 to £375,000Anthony Martin Estate Agents are delighted to bring to the market this luxury, immaculately presented one bedroom first floor apartment which is located in the sought after Bassetts House, a recent conversion by London Square. Within walking distance of Tugmutton...",https://media.onthemarket.com/properties/9561945/1324798130/image-0-480x320.jpg,"£350,000 ",1 bedroom property for sale
"Castlewood Road, Cockfosters, Barnet EN4",020 8115 2843,"A SPACIOUS, DOUBLE GLAZED & DOUBLE-FRONTED 2 DOUBLE BEDROOM FIRST FLOOR MAISONETTE IN AN ELEVATED POSITION WITH OWN REAR GARDEN & ATTRACTIVE VIEWS TO FRONT.  There is a Lounge/Diner with Cast Iron Fireplace, Well Fitted Kitchen/Diner & Modern Bathroom.Situated in a Semi-Rural Location but Close...",https://media.onthemarket.com/properties/9771274/1330646009/image-0-480x320.jpg,"£385,000 ",2 bedroom maisonette for sale
"Glengall Road, Queens park",020 3641 8134,"A bright and spacious apartment situated in an attractive period building just moments to all local amenities. The property comprises of 3 double bedrooms, 3 bathrooms, a large double reception, a fully fitted large kitchen and ample storage throughout. The property is offered in immaculate...",https://media.onthemarket.com/properties/9454671/1330645429/image-0-480x320.jpg,"£799,950 ",3 bedroom flat for sale
"Plot 24, Belle Vue at Belle Vue, Rowland Hill Street, Hampstead, Hampstead NW3",020 3641 9028,"*AVAILABLE NOW* Apartment 24 at Belle Vue, Hampstead, is a stylish 1 bedroom home situated on the 2nd floor. This spacious apartment is spread across approx. 770 sq ft of open-plan living space and features a private balcony with South facing views.",,"£1,050,000 ",1 bedroom apartment for sale
"Merry Hill Mount, Bushey",020 8115 1409,"IMMACULATELY PRESENTED TWO/THREE BEDROOM CHARACTER COTTAGE situated in the ever popular Merry Hill location approximately 1/2 a mile from the High Road in Bushey Heath with its shops, bus services, churches and synagogue.The accommodation comprises of entrance porch, 26'4 lounge/dining room,...",https://media.onthemarket.com/properties/9771154/1330643918/image-0-480x320.jpg,"£425,000 ",2 bedroom cottage for sale
"Waycross Road, Cranham,",01992 843902,"Spacious 2 double bedroom first floor maisonette with its own private rear garden and driveway providing off street parking. Entrance hall, lounge/dining room, good size kitchen, bathroom, gas central heating & double glazing. Viewing is recommended to appreciate the size of the property and the...",https://media.onthemarket.com/properties/9771138/1330643808/image-0-480x320.jpg,"£280,000 ",2 bedroom flat for sale
"Chingford Mount Road, London",01992 843902,"NOW AVAILABLE THIS WELL PROPORTIONED ONE BEDROOM FLAT WITH ROOF TERRACE AND NEW LEASEThe property is accessed through the kitchen area leading onto a hallway with doors leading off to the lounge, bedroom and bathroom. The property has the added benefits of a sun terrace with a staircase leading...",https://media.onthemarket.com/properties/9771137/1330643807/image-0-480x320.jpg,"£225,000 ",1 bedroom flat for sale
"Chingford Mount Road, Chingford",01992 843902,"A ONE BEDROOM FLAT WITH ROOF TERRACE NEW LEASEThe property is accessed through the kitchen area leading onto a hallway with doors leading off to the lounge, bedroom and bathroom. The property has the added benefits of a sun terrace with a staircase leading on to the ground floor. Fully double...",https://media.onthemarket.com/properties/9771133/1330643794/image-0-480x320.jpg,"£225,000 ",1 bedroom flat for sale
"South Lodge Drive, London N14",020 8115 2958,"Unique Estates are pleased to offer this stunning 3 bedroom semi-detached halls adjoining house for sale in a sought after treelined road, South lodge Drive, N14. The property benefits from being fully double glazed, gas central heating with a combi boiler, storm porch, downstairs wc, upstairs 3...",https://media.onthemarket.com/properties/9771061/1330643422/image-0-480x320.jpg,"£825,000 ",3 bedroom semi-detached house for sale
"Richmond Avenue, Islington London",020 8115 3059,"Simply charming split-level one bedroom period conversion in an enviable central location. Entering the flat on the first floor, stairs lead up to the main living accommodation set out over the top floor which comprises a bright and generous living room open to a separate kitchen area, large...",https://media.onthemarket.com/properties/9636069/1326554930/image-0-480x320.jpg,"£475,000 ",1 bedroom flat for sale
"The Rutts, Bushey Heath, Bushey",020 8115 3253,"Benjamin Stevens are pleased to present this three bedroom end of terrace cottage that has been extended to the side and rear and is located in the heart of Bushey Heath. Benefits include three bedrooms, front living room, large extended open plan kitchen/dining room, separate guest...",https://media.onthemarket.com/properties/9011041/1330643270/image-0-480x320.jpg,"£465,000 ",3 bedroom end of terrace house for sale
"Abingdon Mansions, Kensington, W8",020 8033 0146,"This is a smartly configured and beautifully renovated three bedroom apartment with direct access to award-winning communal gardens, in a traditional red brick mansion block just behind Kensington High Street.The apartment offers two double bedrooms and one single with an elegant bathroom and",https://media.onthemarket.com/properties/9575319/1330642186/image-0-480x320.jpg,"£1,100,000 ",3 bedroom apartment for sale
"Queensdale Crescent, Notting Hill, W11",020 8033 0146,"Draper & Company are proud to offer this bright and spacious two bedroom apartment arranged over two floors. The property comprises two double bedrooms, a large open plan reception room, a modern kitchen and a contemporary bathroom.",https://media.onthemarket.com/properties/9771039/1330642183/image-0-480x320.jpg,"£475,000 ",2 bedroom apartment for sale
"Beverley Hyrst, Addiscombe Road, Croydon",020 8033 4572,"NO CHAIN - EAST CROYDONFlat 10, Beverly Hyrst is a splendid 2-bedroom property, located in close proximity to East Croydon train station (and a wealth of shops, pubs, and parks), it boasts a range of winning features.Set inside a purpose built block, the home impresses with its inviting",https://media.onthemarket.com/properties/9771001/1330639425/image-0-480x320.jpg,"£325,000 ",2 bedroom apartment for sale
"1 Woodside Gardens, Tottenham",020 8033 5097,"Located on one of Bruce Groves most sought after roads, Castles are pleased to offer this two-bedroom ground floor garden flat. The property is in need of a little updating but benefits from two double bedrooms, bathroom, open plan lounge/diner.",https://media.onthemarket.com/properties/9770992/1330639028/image-0-480x320.jpg,"£359,950 ",2 bedroom ground floor flat for sale
"Albany Park Avenue, Enfield",020 8115 3778,"A WELL PRESENTED and EXTENDED 3 bedroom END OF TERRACED family house situated in a popular road off the Hertford Road in Enfield Highway, within approx 0.7 miles of both Brimsdown and Turkey Street BR stations.  Features include: front off-street parking for up to 3 cars, modern extended...",https://media.onthemarket.com/properties/9770988/1330638839/image-0-480x320.jpg,"£410,000 ",3 bedroom terraced house for sale
"Pentland Close, Edmonton, N9",020 8033 5037,"A well presented two bedroom first floor purpose built apartment situated on the N9 Laing development.  The property has features that include: double glazing, a long lease and allocated parking.",https://media.onthemarket.com/properties/7482546/1330638587/image-0-480x320.jpg,"£239,950 ",2 bedroom apartment for sale
"Manor Way, Purley",020 3641 2107,Amazing 4 bedroom 3 bathroom detached house,https://media.onthemarket.com/properties/9704997/1328501342/image-0-480x320.jpg,"£1,100,000 ",4 bedroom detached house for sale
"Allandale Road, Hornchurch, RM11",01708 954918,"Deemed an ideal first purchase, well presented throughout, situated just 0.5 miles from Romford Crossrail Station and walking distance to local shops is this 2 double bedroom, semi-detached house.Positioned at the front of the home, drawing an abundance of natural light from the attractive...",https://media.onthemarket.com/properties/9770955/1330636011/image-0-480x320.jpg,"£375,000 ",2 bedroom semi-detached house for sale
"Milton Road, Romford, RM1",01708 954918,"Offered for sale with the added advantage of no onward chain, considered an ideal first purchase, well presented throughout and situated just 0.5 miles from Romford Crossrail Station, is this 2 bedroom terraced house.Upon entering the home, via the enclosed porch, you are greeted with the...",https://media.onthemarket.com/properties/9770954/1330636009/image-0-480x320.jpg,"£325,000 ",2 bedroom terraced house for sale
"Ham Court, Thomas Drive, Gidea Park, RM2",01708 954918,"Offered for sale with the added advantage of no onward chain, considered an ideal first purchase and located in a sought after area, just 0.2 miles from Gidea Park Crossrail station is this 2 bedroom, first floor apartment.Accessed via a secure entry phone system, the internal accommodation...",https://media.onthemarket.com/properties/9770953/1330636008/image-0-480x320.jpg,"£290,000 ",2 bedroom apartment for sale
"Fernleigh Road, N21",020 3641 1556,"Marketed for the first time in many years, this original four bedroom ""linked-semi-detached"" Edwardian house requires refurbishment and updating but retains many delightful original features and character, and offers excellent scope for extension, subject to planning.",https://media.onthemarket.com/properties/9304953/1328242598/image-0-480x320.jpg,"£845,000 ",4 bedroom terraced house for sale
"Harrow View, Harrow",020 8022 2527,"Brian Cox Estate Agents are delighted to offer this two bedroom flat to the market! The property is situated close to shopping facilities, sought after schools and transportation links including Harrow & Wealdstone mainline station.",https://media.onthemarket.com/properties/9770920/1330634629/image-0-480x320.jpg,"£300,000 ",2 bedroom flat for sale
"Blenheim Road, North Harrow",020 8022 2527,"This delightful & spacious four bedroom semi detached property enters the market with Brian Cox Estate Agents. The property is situated in one of North Harrow's sought after roads which has the benefit of shops, Vaughan school and Metropolitan line train station all being in close proximity.",https://media.onthemarket.com/properties/9770919/1330634626/image-0-480x320.jpg,"£695,000 ",4 bedroom semi-detached house for sale
"Middlefields, Croydon, Surrey",020 8022 6740,"A  deceptively spacious 3 bedroom end of terrace house, through lounge/dining room, fitted kitchen and garage en bloc.Entrance Hall with internal store cupboard: 25'9x15'2 Through Lounge/Dining Room with glazed door leading to patio and garden: Fitted Kitchen with built in oven, hob, extractor",https://media.onthemarket.com/properties/7739539/1330633746/image-0-480x320.jpg,"£340,000 ",3 bedroom terraced house for sale
"Rylandes Road, South Croydon",020 8022 6740,"No Onward Chain - A 3 bedroom semi detached house featuring 3 reception rooms, 26'10 through lounge/dining room, cloakroom, fitted kitchen, together with potential to extend across the rear and side of the property subject to planning & consents.",https://media.onthemarket.com/properties/9770892/1330633745/image-0-480x320.jpg,"£480,000 ",3 bedroom semi-detached house for sale
"Hackney Road, London, E2",020 8115 1320,"New to the market is this beautiful two-bedroom period conversion with a private garden, set moments from Broadway and Columbia Road markets.  Tallying in excess of 550 square feet, this apartment filled with an abundance of charm and characterful features is accessed via its own front door on...",https://media.onthemarket.com/properties/9665597/1327434770/image-0-480x320.jpg,"£500,000 ",2 bedroom flat for sale
"Parkside Avenue, Wimbledon, SW19",020 8022 6567,"Situated in an enviable position directly overlooking the Common, this dignified Edwardian family house offers spacious and versatile accommodation less than 500 metres from the bustling High Street.  This fine Edwardian house was built in 1903 in the grounds of Wimbledon House. The property...",,"£7,350,000 ",8 bedroom detached house for sale
"Merano Residences, 30 Albert Embankment, London",020 3641 9206,"*Investment property* A high specification river facing two bedroom apartment with extraordinary views of the River Thames and Houses of Parliament and an internal space totalling 1,179 sq ft / 109.5 sq m, available for chain free sale through Prime London.",https://media.onthemarket.com/properties/9770857/1330632170/image-0-480x320.jpg,"£1,750,000 ",2 bedroom apartment for sale
"Merano Residences, 30 Albert Embankment, London",020 3641 9206,"A luxury two bedroom two bathroom river facing apartment with high quality furnishings and totalling nearly 1,200 sq ft, available for chain free sale through Prime London. An elegant double-height lobby marks the entrance to Merano, home to an integrated 24-hour concierge and lifestyle...",https://media.onthemarket.com/properties/9770856/1330632165/image-0-480x320.jpg,"£1,900,000 ",2 bedroom apartment for sale
"The Perspective Building, 100 Westminster Bridge Road, Waterloo",020 3641 9206,"*Awaiting EWS1 form* With incredible views of Big Ben and the London Eye - showcased perfectly from the private balcony - this bright one bedroom apartment of 510 sq ft / 47 sq m is available for chain free sale through Prime London in The Perspective Building, SE1.",https://media.onthemarket.com/properties/9770854/1330632153/image-0-480x320.jpg,"£550,000 ",1 bedroom apartment for sale
"Windmill Drive, Cricklewood NW2",020 8033 9415,"Stunning first floor, extremely high specification completely different from the others, one bedroom apartment located within five minutes walk to Cricklewood Station and The Broadway. This property boasts one double bedroom, a three piece bathroom, open plan reception/kitchen area, underfloor...",https://media.onthemarket.com/properties/8872527/1305228024/image-0-480x320.jpg,"£290,000 ",1 bedroom flat for sale
"Refurbishment and Extension Opportunity, Raby Road, New Malden",020 8115 2536,"CHAIN FREE. Delightful Edwardian three-bedroom semi-detached house. The property is sold with an abundance of original features, including fireplaces and is an ideal opportunity for a buyer looking to take on a refurbishment project.",https://media.onthemarket.com/properties/9770837/1330630502/image-0-480x320.jpg,"£575,000 ",3 bedroom semi-detached house for sale
"East Ferry Road, Isle of Dogs E14",020 3544 5921,"A stunning two bedroom house in one of the most desirable locations on the Isle of Dogs. Perfectly located for Canary Wharf College, this end of terrace property boasts a classic reception room, leading to an expansive open-plan kitchen/dining room and spacious garden with an office. The first...",https://media.onthemarket.com/properties/9484331/1322644415/image-0-480x320.jpg,"£830,000 ",2 bedroom end of terrace house for sale
"Kirton Close, Hornchurch, RM12",01708 573653,"Guide Price £240,000 - £250,000This one bedroom FREEHOLD property has the advantage of a good sized PRIVATE GARDEN together with an allocated PARKING SPACE and is offered with the benefit of NO ONWARD CHAIN. (contd...)",https://media.onthemarket.com/properties/9574603/1325177882/image-0-480x320.jpg,"£240,000 ",1 bedroom house for sale
"Richards Place, London, SW3",020 8022 7373,A smart two bedroom property set in a quiet side street perfectly situated in between the amenities of South Kensington and Sloane Square.,https://media.onthemarket.com/properties/9591618/1325607864/image-0-480x320.jpg,"£675,000 ",2 bedroom character property for sale
"Calonne Road, Wimbledon, London, SW19",020 8022 6587,An elegant first floor two bedroom flat in a much sought after location with beautiful communal gardens.,https://media.onthemarket.com/properties/9770783/1330628589/image-0-480x320.jpg,"£925,000 ",2 bedroom flat for sale
"Lisle Close, London SW17",020 8033 5473,A lovely two bedroom share of freehold apartment in the award winning Heritage Park set on the edge of Tooting Common and close to Tooting Bec tube. The flat is very well presented and briefly comp...,https://media.onthemarket.com/properties/9238502/1329655446/image-0-480x320.jpg,"£425,000 ",2 bedroom flat for sale
"Fircroft Road, London, SW17",020 8022 6753,Immaculately presented four bedroom home with landscaped garden.,https://media.onthemarket.com/properties/9465327/1327859836/image-0-480x320.jpg,"£1,050,000 ",4 bedroom terraced house for sale
"Elgin Mansions, Elgin Avenue, Maida Vale, London, W9",020 8022 0755,An exceptional two bedroom apartment positioned on the ground floor with direct access onto a communal garden.,https://media.onthemarket.com/properties/9672530/1328850536/image-0-480x320.jpg,"£1,150,000 ",2 bedroom flat for sale
"Jeffreys Road, London SW4",020 8033 5475,"A bright, well-presented property situated perfectly on a quiet street, less than 5 minutes walk to Stockwell Tube station. This chain free property offers share of freehold and off street parking,...",https://media.onthemarket.com/properties/9770770/1330628096/image-0-480x320.jpg,"£325,000 ",1 bedroom flat for sale
"Aytoun Road, London SW9",020 8033 5475,"Huge split level maisonette with own entrance and large private terrace, offered chain free. The current owner has recently installed a new kitchen and bathroom. There is still scope to put your o...",https://media.onthemarket.com/properties/9770769/1330628094/image-0-480x320.jpg,"£425,000 ",3 bedroom flat for sale
"Stockwell Park Road, London SW9",020 8033 5475,"Huge split level maisonette with own entrance and two large private terrace, offered chain free. The property is ideal for those looking for a spacious flat to refurbish and really make their own....",https://media.onthemarket.com/properties/9770768/1330628093/image-0-480x320.jpg,"£400,000 ",4 bedroom flat for sale
"Moreton Avenue, Isleworth, Middlesex, TW7 4NW",020 8115 2574,"Situated in a quiet, yet most convenient cul-de-sac location, Tuffin & Wren are delighted to offer for sale this cosy yet stylish, end-terrace freehold house. Perfect for first-time buyers and investors alike, the property boasts smart, well-presented living accommodation just a few minutes from...",https://media.onthemarket.com/properties/9770749/1330627299/image-0-480x320.jpg,"£310,000 ",1 bedroom end of terrace house for sale
"High Street, Harlesden, London, NW10 4TE",020 8022 0825,"Savoy Property Consultants are delighted to present to the market this spacious terraced house located close to Willesden Junction Station, local shops and bus routes.Accommodation briefly comprises a spacious reception room, a modern fitted kitchen, a bathroom with separate WC and 2 double...",https://media.onthemarket.com/properties/9770742/1330900902/image-0-480x320.jpg,"£499,950 ",2 bedroom terraced house for sale
"Platinum Riverside, 15 Bessemer Palce, North Greenwich, London, SE10 0FN",020 8022 1608,"Domeview Properties are delighted to offer this exceptional apartment in the popular Platinum Riverside Development just moments from North Greenwich Jubilee Line Station and the 02 Arena.Beautifully furnished throughout, the property offers 2 double bedrooms, one with en suite shower, family...",https://media.onthemarket.com/properties/9742037/1329500061/image-0-480x320.jpg,"£528,000 ",2 bedroom flat for sale
"Grafham Court, Brannigan Way, Edgware Green, Edgware, Middlesex, HA8 8GD",020 8022 7397,"A recently built, luxury 1 bedroom first floor purpose built apartment situated in the popular Edgware Green development. The property benefits from: Living room, semi-open plan Nobilia kitchen with integrated appliances, bathroom with porcelain wall and floor tiles, Amtico flooring, balcony,...",https://media.onthemarket.com/properties/9770683/1330625200/image-0-480x320.jpg,"£325,000 ",1 bedroom flat for sale
"Cedar Lodge, Exeter Road, Kilburn NW2",020 8022 6978,"Offered chain free is this lovely two bed, two bath apartment situated a mere stones throw away from Kilburn station (Jubilee Line).This lovely property offers a large living space, with wooden floors, a spacious character kitchen, two large bedrooms, one offering an en-suite and a well...",https://media.onthemarket.com/properties/9770673/1330625005/image-0-480x320.jpg,"£550,000 ",2 bedroom apartment for sale
"Belsize Park Gardens, Belsize Park, London, NW3",020 8022 6978,"A trendy two double bedroom apartment located in the heart of Belsize Park and within moments of Belsize Village. Situated on the first floor of a white stucco fronted conversion, this impressive apartment further benefits a fully equipped open plan kitchen, a 22' reception, communal gardens and a",https://media.onthemarket.com/properties/9707656/1328577210/image-0-480x320.jpg,"£800,000 ",2 bedroom apartment for sale
"Flotilla House, Juniper Drive, London, SW18",020 8022 6807,"Riverside living in this stylish two bedroom flat with balcony and river views in Battersea Reach. 24 hour concierge service, residents only garden square and gym, parking space and 0.4 miles from Wandsworth Town station (overland to Waterloo) and a short walk to Fulham.",https://media.onthemarket.com/properties/8378007/1329738276/image-0-480x320.jpg,"£685,000 ",2 bedroom apartment for sale
"Aerodrome Road, Claremont House",020 8115 2173,"Milestone Estate Agents are proud to present this beautifully presented two bedroom third floor apartment situated in Colindale. The property has been well looked after and has been kept in excellent condition by the current owner.The property comprises a bright, spacious open-plan living...",https://media.onthemarket.com/properties/9770641/1330623515/image-0-480x320.jpg,"£520,000 ",2 bedroom apartment for sale
"Benson House, 4 Radnor Terrace, London W14",020 8033 1607,An excellent two bedroom flat on the first floor (with lift) of this prestigious development with views over the communal gardens from all principal rooms. ,,"£1,695,000 ",2 bedroom flat for sale
"Taylor Close, Orpington",01689 251850,"Beautifully presented one double bedroom first floor maisonette within walking distance or Orpington Mainline Station, and local shops.",https://media.onthemarket.com/properties/9322208/1328573349/image-0-480x320.jpg,"£245,000 ",1 bedroom flat for sale
"Coleridge Way, Orpington",01689 251850,Vacant 1 Bedroom ground floor purpose built forming part of a modern development. Updating required.. Cash buyer only due to short lease.,https://media.onthemarket.com/properties/9770593/1330621380/image-0-480x320.jpg,"£170,000 ",1 bedroom ground floor flat for sale
"Warren Avenue, Orpington",01689 251850,"Substanstial and imposing Victorian residence situated in a highly regarded road close to amenities.7 Beds, 135ft Garden.",https://media.onthemarket.com/properties/7623342/1330621379/image-0-480x320.jpg,"£1,250,000 ",7 bedroom detached house for sale
"Durham Road, Bromley",020 8033 4633,"Spacious ground floor conversion apartment is located within easy walking distance of Bromley South Station and fast train links to London as well as all of the facilities the High Street has to offer. The accommodation comprises of two bedrooms, bathroom, lounge and fitted kitchen with breakfast...",https://media.onthemarket.com/properties/9770588/1330621052/image-0-480x320.jpg,"£450,000 ",2 bedroom ground floor flat for sale
"Chatham Avenue, Bromley",020 8033 4633,"'Chain Free' extended three bedroom semi detached house located in a quiet residential road close to local amenities, train station and Hayes Schools. Whilst presented in a good condition the property would benefit from modernisation however currently provides spacious accommodation comprising...",https://media.onthemarket.com/properties/9422492/1330621051/image-0-480x320.jpg,"£625,000 ",3 bedroom semi-detached house for sale
"Windmill Drive, Clapham, London, SW4",020 8115 0326,"Superb location for this 2 bedroom duplex freehold apartment with potential to extend, right in the centre of Clapham Common. Views over the Common from the living room and kitchen, with engineered wood flooring through, an open plan kitchen and living area, master bedroom with fitted wardrobes...",https://media.onthemarket.com/properties/9678426/1328572759/image-0-480x320.jpg,"£725,000 ",2 bedroom apartment for sale
"Thomas More Street, Hermitage Waterside",01242 393844,"A spacious and light two bedroom apartment in the sought after area of Hermitage Waterside, Wapping.",https://media.onthemarket.com/properties/6349536/1330620887/image-0-480x320.jpg,"£660,000 ",2 bedroom flat for sale
"Oakfield Road, Stroud Green, London",020 8115 1364,"Beautiful one bedroom period conversion garden flat located on a pretty tree-lined road in the Stroud Green conservation area. Property has a lovely feel to it with period features including original tessellated floor tiles, wooden floor in reception room and large sash windows. A good layout...",https://media.onthemarket.com/properties/9770569/1330620857/image-0-480x320.jpg,"£499,999 ",1 bedroom apartment for sale
"The Grove, Edgware",020 8022 6575,"A delightful 4 bedroom detached family home situated in this very popular quiet residential location within easy access of central Edgware and its many amenities.The property is offered in immaculate condition and benefits a large reception , fitted kitchen with a second kitchen / outhouse, there...",https://media.onthemarket.com/properties/9770550/1330759294/image-0-480x320.jpg,"£875,000 ",4 bedroom detached house for sale
"Broadwater Road, London, SW17",020 8022 6806,A superb opportunity to purchase a three bedroom terraced house in need of updating with enormous potential to extend to the rear and into the loft subject to planning permission. (contd...),https://media.onthemarket.com/properties/9770543/1330620164/image-0-480x320.jpg,"£650,000 ",3 bedroom terraced house for sale
